Review_Text,Review_Rating,Sentiment Class
Super comfortable & worth every penny .,5,Positive
Fit as advertised .,5,Positive
Highly recommended,5,Positive
never been more confident with a shoes performance than these .,5,Positive
Good price and they 're holding up well after six months .,5,Positive
True to sizegreat colors to choose from and stylish .,5,Positive
The grip is awesome and they seem to be holding up well .,5,Positive
I have ordered three pairs so far .,5,Positive
13 m fits a 13 m. I have not put any miles on them yet .,5,Neutral
Excellent build and very comfortable .,5,Positive
Fit great and comfy,5,Positive
Great fit and really comfortable .,5,Positive
I stopped multiple times to remove my shoes and clear debris ( common sight during the run ) .,5,Negative
the color looks sweet . buy it for running .,5,Positive
These are great running / speed walking shoes(I speed walk ) at about half the price paid for the same shoes that I bought directly from the maker,5,Positive
In allgood shoes that do what they are designed to do without being built like a tank .,5,Positive
I was sceptical when I saw a different appearance from Skechers ( printed GoGa Run ) .,5,Neutral
Great Fit Really Comfortable I 'm pleased with the purchase as well as the shipping & handling .,5,Positive
ASICS GO THROUGH,5,Positive
So they are perfect .,5,Positive
Got these right before my trip to Baxter State Park . Hiked Katahdin and they were better than I had imagined they 'd be .,5,Positive
Great shoe fits very well .,5,Positive
Fit was exact and comfortable,5,Positive
I love these shoes .. No complaints except that it runs about a half size small but I knew that from prior reviews ...,5,Positive
Excellent pair of shoes and very comfortable,5,Positive
The extra cushioning has preserved my knees and has provided many injury - free years of running .,5,Positive
never been more confident with a shoes performance than these .,5,Neutral
When I found out Asics sells these shoes in wide size I was elated,5,Neutral
I love these shoes they are so nice and comfortable .,5,Positive
I only by New Balance because they are always perfect .,5,Positive
It fits him well and it 's very comfortable to run in .,5,Positive
I usually buy another pair every 4 - 6 months even though they wear very well .,5,Positive
As alwaysSauchony makes great fitting,5,Positive
Salomon is by far the most comfortable of them all,5,Positive
They gave me such permission .,5,Neutral
but I have found I can wear them all day .,5,Neutral
is a light shoes and comfortable,5,Positive
Great for snow and all terrain hiking .,5,Positive
It 's my work shoes and very comfortable .,5,Positive
Love the shoes they fit perfect .,5,Positive
Super comfortable,5,Positive
Very nice fit very comfortable,5,Positive
the shoes feel great I hardly notice that I have then on and they 're very airy ventilated .,5,Positive
aggressive sole and good fit for my wide feet,5,Positive
comfortable and lightweight .,5,Positive
A comfortable shoes suitable from walking to golf to moderate hiking .,5,Positive
Great support but yet light weight,5,Positive
He loves them and says how comfortable they are and how much he likes them .,5,Positive
Really comfortable and supportive shoe for a flat footed person .,5,Positive
Hopefully they 'll last a while .,5,Neutral
I tried on the NB400 and NB1200 ( I think that is the name of that last one ) .,5,Neutral
I wish they were a bit more affordable ,5,Neutral
the quality and comfort is fantastic .,,Positive
Got it 2 days earlier from the arrival date .,5,Positive
Fit greatand comfortable as heck,5,Positive
Was a little concerned about the sole being too thick for trail running but no issues at all .,5,Neutral
Great product at a great price Fits true to size very rugged and durable .,5,Positive
Only have about 50 miles on them but they 're durable upon initial inspection .,5,Positive
He loves them,5,Positive
I was so impressed that I bought a seconddifferent coloured pair for lounging around the house .,5,Positive
Got this for my father,5,Neutral
Fit great very comfortable,5,Positive
Super comfortable and stylish .,5,Positive
Very satisfied ... The colors are even prettier when I saw it in person,5,Positive
Was a excellent buy ..... Fiancé loves them ... Told me these were very comfortable nice light weight could n't say anything bad,5,Positive
they were for my son who has grown 2 sizes in a year but he loves them fit great look great very happy with the product,5,Positive
Love the fit straight out of the box .,5,Positive
These shoes fit perfect,5,Positive
My true size is 10 in men 's US in foot length it was fine but the height of May arch on my foot was to wide for the spilt thonge after I bought a size 11 in men US .,5,Neutral
Salomon shoe are very comfortable,5,Positive
love this shoe ... I have very wide feet and all the other shoes do n't fit like my foot wants them too ... but this is just perfect,5,Positive
This is amazing ... I use it for normal walking too ... Loved it ...,5,Positive
These are the best pair of running shoes I have owned,5,Positive
I can not comment on the longevity of the shoe at this time because I only have about 30 miles on them .,5,Neutral
Great arch support . Love them .,5,Positive
Second pair fit just like the first,5,Positive
I also did n't have to break them in at all .,5,Neutral
Extremely comfortable .,5,Positive
UnfortunatelyNew Balance does not make them anymore which is very surprising seeing the popularity of them .,5,Neutral
Time will tell how long they last .,5,Neutral
Excellent shoes very comfy fit perfectly and I can wear them all day with no problems at all .,5,Positive
Great shoe hav 3 others also comfortable fit and good looks,5,Positive
so your feet and ankles are very secure .,5,Positive
My son has a very wide foot .,5,Neutral
"I wish more shoes would be available as "" wide . """,5,Neutral
Strong shoe with lots of support and all sorts of padding to keep your feet happy .,5,Positive
Qulity made and exactly fit .,5,Positive
They are so brightthey almost feel like they glow in the dark .,5,Positive
I will purchase these shoes again .,5,Positive
The packaging is effective in my opinion .,5,Positive
Comfortable and lightweight solid buy 😉,5,Positive
These shoes are great .,5,Positive
Shoes were as expected .,5,Positive
bought as a gift ; these are now he go to sneakers .,5,Neutral
The fit and comfort all day is great .,5,Positive
Great colors as well,5,Positive
Perfect fit .. shoes are comfortable,5,Positive
Nicely made shoe,5,Positive
Cheatlight weight and comfortable,5,Positive
Like color silver with blue,5,Positive
makes running a breeze .,5,Positive
I have narrow heels and they fit perfect there .,5,Positive
Had to buy another pair just to have another color .... just too great,5,Positive
Best pair I 've ever worn ... did not have to break them in ... from box to work ... I walk over 8hrs / day non stop ... shoes lasted about a year ... fair enough for the price ... but awesome comfort level ... immediately ordered another pair ...,5,Positive
This was a gift that was appreciated .,5,Positive
So comfortable I had to get another one,5,Positive
They fit amazingly good and they are classe love them,5,Positive
I was a NB guy for years,5,Positive
The shoes are surprisingly comfortable and I have no problem wearing these all day,5,Positive
But I noticed today that my left sole is coming apart .,5,Negative
These shoes look amazing and feel comfortable enough to wear all day .,5,Positive
Very comfortable,5,Positive
Love this shoeVery supportive and comfortable,5,Positive
I Ordered 1 size larger like most of the comments were saying and they fit fine,5,Neutral
I wear under armor socks with them too .,5,Neutral
good fit ans good quality i give this footwear 5 stars GET CHA A PAIR,5,Positive
Definitely will order more,5,Positive
Very comfortable and light walking shoe,5,Positive
Light weightgood grip in snow and anything other than completely smooth ice .,5,Positive
awesome price .,5,Positive
and they do n't have that issue .,5,Positive
Very nice .,5,Positive
It 's comfortable and fits as expected,5,Positive
Shoe does n't have the cushy memory foam other shoes have,5,Negative
Comfortable right out of the box and great grip .,5,Positive
Good support and stability .,5,Positive
Sooo comfortable,5,Positive
After a few runs in them,5,Neutral
These sneakers are for my husband .. He just loves them .. they are light weight and extremely comfortable .,5,Positive
They are come with a gel inserted sole already in it and the quick laces are absolutely amazing quality .,5,Positive
Amazon value iin price and size in stock is better than local retailers .,5,Positive
My toes near cried they were so happy .,5,Positive
I have very wide feet .,5,Neutral
but are also fine for middle distance runs . * INSIDE TIP : Have the best of both worlds .,5,Positive
Excellent fitting shoe . I wear them all day at work and then to the gym to run in .,5,Positive
comfortable . good fit .,5,Positive
So comfortable and I love that they are water resistant for the dew on the fields in the mornings .,5,Positive
ThanksSusan,5,Positive
highly recommend .,5,Positive
Fit is somewhat smaller length - wise than other ASICS models but otherwise performance is top - rate as expected .,5,Neutral
Plus they offer so many styles in the extra wide 4E width .,5,Neutral
Love these shoes .,5,Positive
comfortable and let my feet breathe better than some old Nike shoes I used to use .,5,Positive
These are probably one of the most comfortable pair of shoes I have ever worn and they do n't soon wear out .,5,Positive
Very comfortable .,5,Positive
walked all over Paris in them,5,Neutral
This is my new go to shoe and I 'm getting another pair I highly recommend,5,Positive
Great addition to my training wardrobe,5,Positive
a bit of support and a wide toes box with nice forefoot cushioning .,5,Neutral
These will be purchased again .,5,Positive
It looks wide where the laces are placed,5,Negative
A great shoe and a great price for such a quality shoe .,5,Positive
Great shoe ,5,Positive
you did not have the color or shoe size that I wanted you shuld not post something that is not available,,Negative
They fit great .,5,Positive
Wish they had 1/2 sizes,5,Neutral
love these lvery fast delivery .,,Positive
Second pair .,5,Positive
Very comfortable shoes .,5,Positive
Most stores I can not find Adidas shoes so I am glad I finally found them .,5,Positive
Most comfortable pair of shoes I ever got,5,Positive
I 'm so happy with this shoes .,5,Positive
Fit perfect.so affordable .,5,Positive
Fits very well .,5,Positive
"however they do n't really "" bounce "" you back up or attempt to help you conserve any energy .",5,Neutral
Very comfortable . I like that they also come with another pair of laces .,5,Positive
I highly recommend that you buy these on sale as they are usually half the price .,5,Positive
. Fits true to size and is not tight in the width for an average foot .,5,Positive
Great shoes and comfortable,5,Positive
The fit perfect and walking is a pleasure .,5,Positive
most comfortable pair I 've owned to date .,5,Positive
The all white is really an eye catcher and I get compliments all the day about how white they are,5,Positive
Great trail runners - comfortable and fit well .,5,Positive
Feel very stable on all terrains .,5,Positive
I 've hit the trails with these and walked around Boston with them .,5,Neutral
I 'm glad I bought it,5,Positive
Well worth the money,5,Positive
ppl saying these are fake do nt know what they are talking about . ,5,Neutral
at 1st glance they looked way to small but then i took off heavt wool sock an fit love the look feel and comfort i will be buying more,,Positive
He loves the color and they fit perfect .,5,Positive
I bought this for my son for his 1st day on his 1st job ever .,5,Neutral
So comfortable that I purchased a second pair .,5,Positive
Soooooooooo comfortable .,5,Positive
I returned them and went with my normal size .,5,Neutral
If anyone knows where I can purchase dark blue shorter laces please let me know .,5,Neutral
So noce and comfortable,5,Positive
Very comfortable with no break in necessary .,5,Positive
These shoes are amazing .,5,Positive
I 'm totally pleased with the shoes .,5,Positive
Feel and fits great,5,Positive
I love how I can walk for hours and not have achy feet,5,Positive
but I do n't need a wide shoe,5,Neutral
Great wearing shoe and I love the color they do run just a little small but not much will purchase again,5,Positive
Very comfortable,5,Positive
The fitness expected,5,Positive
If you are looking for a good trail running / exploring shoe this it it,5,Positive
I followed the 1/2 size bigger than your normal shoe size and they fit perfectly .,5,Positive
Very comfortable and you can tell the difference of the sole design from an ordinary shoe .,5,Positive
This is my second pair but in a different color .,5,Positive
Next time I buy a pair of shoes,5,Neutral
An unexpected benefit was no debris getting into my shoes during the run .,5,Positive
He manages a hair salon so he is on his feet all day .,5,Neutral
I walk often at work in my Nike Air Max Goadome .,5,Positive
Comfortable and light shoes,5,Positive
This is the sixth pair I have purchased .,5,Positive
Bought this for my son for Christmasand he was very pleased .,5,Positive
Super comfortable . Do n't have to use compression socks with these,5,Positive
Great shoes .,5,Positive
I received credit for my return even before it was in the mail .,5,Positive
Great running shoe . Comfortable and lightweight .,5,Positive
I 'm glad that New Balance has shoes that come in 4E that do n't look atrocious .,5,Positive
The product is exactly as described and is very comfortable .,5,Positive
Great shoe stable and comfortable,5,Positive
My nephew loves these shoes,5,Positive
Excellent sneaker . Fits husband 's wide foot perfectly .,5,Positive
I love the color and it is very comfortable,5,Positive
Great fit and comfortable,5,Positive
I purchased these after some friends suggested them . I wear these for work and they are super comfortable,5,Positive
The shoe stays in place even on really steep terrain without slipping off the heal .,5,Positive
Shoes ... very cool and comfortable in running walking,5,Positive
Since most ASICS running shoes run a little small we guessed a half size big and it worked out well .,5,Positive
I have great respect for this brand and i like to read the reviews .,5,Positive
They always fit perfectly and are extremely comfortable .,5,Positive
Fit great very comfortable,5,Positive
All day comfortable .,5,Positive
Live the color and the fit,5,Positive
Fit is correct .,5,Positive
Fits great,5,Positive
Run 3 - 4 miles when I run and they 're awesome,5,Positive
Great shoes . Very light and comfortable .,5,Positive
Fit as expected .,5,Positive
I do recommend doing this .,5,Positive
I 'm on my feet all day ( but no running ) and I like them .,5,Positive
These are my third pair love them very comfortable walk approx seven miles each day,5,Positive
I was fitted for a running shoe several years ago and Mizuno continues to deliver a great product .,5,Positive
Bought it as replacement for my worn Gel - Kinsei 4 .,5,Neutral
My husband has a bunion and these shoes ( the way they are made ) fit my husband perfectly .,5,Positive
so I have to buy a full size larger than usual .,5,Neutral
( I have trained with the Trail Glove for distance up to 30 km but have so far ran 2 FMs in the Bare Access ) d ) Like the eye - catching design e ) Am not so confident on the durability yet ... Verdict is still out ....,5,Neutral
Ordered up one size as the first one which was my shoe size was too small the larger ones fit perfectly and are REALLY comfortable,5,Positive
lightweightpretty and comfortable,5,Positive
They look great and are some of the most comfortable sneakers I have .,5,Positive
These are very comfortable and fit well . I have only used them to run in oncebut they were very comfortable .,5,Positive
Great shoe and perfect size on y'alls recommendation Very satisfied,5,Positive
I usually wear a 9.5 however when 5hey arrived they did run small .,5,Negative
Used to pick them up at the local mall but the price on Amazon was so much cheaper .,5,Positive
They provide good support and feel comfortable .,5,Positive
so that could make or break your decision to buy these .,5,Positive
This is my 8th pair of Nike Air Monarchs and they are the most comfortable sports shoe I have ever purchased .,5,Positive
fit great and for people worried about the smell problem from before do n't worry no smell . and very comfy .,5,Positive
Fit GREAT,5,Positive
and they really keep my feet comfortable and without pain .,5,Positive
Very good shoes . Very comfortable .,5,Positive
I really like these shoes .,5,Positive
I usually wear a 7 1/2 but I always go up a half size when I ’m going to be on my feet for a while to account for swelling .,5,Neutral
Great fit for my disabled husband .,5,Positive
The other shoe fits on his prosthetic foot equally well .... that foot does not complain .,5,Positive
They are extremely comfortable .,5,Positive
I have wide feet and it is too difficult to find shoes fitting me .,5,Positive
Best fitting shoes I have ever owned .,5,Positive
Very comfortable shoe,5,Positive
Love the look and feel of this shoe .,5,Positive
extremely comfortable and just the right amount of cushion to keep you going on longer runs without feeling like you are running with marshmellos tied to your feet .,5,Positive
I love theseexcept they are sized a bit off .,5,Positive
Great shoe extremely comfortable and stability is great,5,Positive
These shoes are very comfortable and are holding up very well .,5,Positive
"All - in - allI 'm very optimistic that these are "" the shoes "" I need .",5,Positive
A little bit more room in the toe box than a traditional training shoe .,5,Neutral
Very comfortable and give me the traction needed for running down the canyons .,5,Positive
Comfortable clean looking shoe,5,Positive
I always hope they do n't break down too quickly so we 'll see .,5,Neutral
or the whole package working together .,5,Neutral
These are the most comfortable hiking boot I have had .,5,Positive
The cushioning is nice and the material is high quality and durable .,5,Positive
I use them for running and they look good too .,5,Positive
Just completed my 3rd marathon this time on Kayanos and with a Boston qualifying time .,5,Positive
Comfortable right out of the box and great grip .,5,Positive
Very comfortable .,5,Positive
some of the best sneakers I have worn in a while since the last pair of American made new balance 1011 's . very stable and cushioned .,5,Positive
I work all day on my feet and boosts are all I wear,5,Neutral
This shoe fits the bill ... and it is lightweight and cool .,5,Positive
Very comfortable on my feet .,5,Positive
Great color .,5,Positive
They fit amazinggive great support and look great .,5,Positive
stylish and comfortable .,5,Positive
very light and comfortable sole cushioning .,5,Positive
but not so tight that they cause issues or discomfort would definitely buy this model again,5,Positive
Color is very good and cusion very good for walking on trails,5,Positive
I have not liked any other shoe as much since I bought the original .,5,Positive
I am addicted to the Saucony Guide .,5,Positive
The color is more of a gray rather than a white .,5,Negative
Extremely comfortable,5,Positive
allowing those of us who are 160 lbs . or more to get a pain free run in .,5,Positive
I had switched from New Balance to Asics but like the New Balance much better .,5,Negative
It fits great and tightens down perfectly to your foot,5,Positive
gave good traction especially downhill .,5,Positive
""" I can wear all day without foot leg or back pain .",5,Positive
I purchased the first pair on sale at a box store and loved them so much that I ordered this pair ( same model in a different color from my other pair ) .,5,Positive
I did n't buy them for trails or hiking ... I just walk around in them because they are very comfortable .,5,Positive
He 's very rough on shoes .,5,Neutral
so I buy another pair this year,5,Positive
Very comfortable shoe,5,Positive
Nice looking and comfortable,5,Positive
Great support and comfortable ... cool colors too,5,Positive
These shoes light and very comfortable ... I go on long walks .. They are awesome,5,Positive
Comfortable sneakers,5,Positive
Says they are beyond comfortable,5,Positive
I am so glad I bought these comfortable and stylish shoes .,5,Positive
Great fit and the cushion feels good on my feet .,5,Positive
these are some of the most comfortable shoes I 've ever worn .,5,Positive
Never had an injury in these shoes,5,Positive
I ve worn Asics for years and I think these fit the best of any I have worn .,5,Positive
Worthy of their stellar reputation,5,Positive
I have always been happy with the fit and quality of Asics shoes and these are no different .,5,Positive
good cushioning without being overdone .,5,Positive
Husband loves them for true to size and the gel sole is amazing,5,Positive
I have had foot surgery for PTTD and need the motion control this sole offers .,5,Neutral
My hunch is they 'll be perfect .,5,Positive
I bought these shoes in the frost mint color .,5,Neutral
Love the Asics shoes,5,Positive
Great buy .,5,Positive
I found the construction excellent and love the color .,5,Positive
this is the second pair of the exact same color that I have bought .,5,Positive
Finding a size 61/2 men 's shoe is great,5,Positive
My son really wanted these shoes and he 's really happy with them .,5,Positive
Love these shoesFits perfectlyvery comfortable for running around the hospital all day,5,Positive
"Nike 's all run "" small "" but now I know what to buy for my feet .",5,Positive
Great fit and very comfortable .,5,Positive
A very liveable shoe supportive & good looking .,5,Positive
My right foot is a bit larger than the left .,5,Negative
fits perfect,5,Positive
The unsupported squishy sensation went away and the shoes felt very responsive .,5,Positive
and purple ones ) and I get tons of compliments on my super cute shoes .,5,Positive
Fit greatlight and Amazon shipping was faster than expected,5,Positive
I bought these for my marathon that will be on a gravel road so I was n't sure if my Asics Kayano 21 's would cut it and these trail shoes give me everything I love about the Kayano including the great arch support as well as additional cushion and more protection from rocks pressing for hours on my under sole .,5,Positive
Ordered the D(M ) size 9.5 and it fit perfect .,5,Positive
Great quality very lightweight and comfortable .,5,Positive
Great fit looks sharp,5,Positive
Very light weight,5,Positive
ordered an size 8 .,5,Neutral
the shoes fit and feel great they are lightweight as i am on my feet all day they are wonderful shoes,5,Positive
He loves the color and they fit perfect .,5,Positive
I liked these . Fit Great,5,Positive
Really good price fit great really comfortable .. very pleased : ),5,Positive
They also fit perfect .,5,Positive
my son is happy they were here before school started and I am happy they fit his huge foot perfect,5,Positive
My husband loves this very comfortable,5,Positive
fit and comfort,5,Positive
Love themLess pain in shins after a run than I had with my old asics,5,Positive
Great shoe .,5,Positive
Great fit comfortable and good for hiking,5,Positive
Apart from that I must say these are my favorite sports shoes . I jump rope with them,5,Positive
Incredibly comfortable and lightFeels like an extension of my footbut with an awesome grip on the road .,5,Positive
Great quality and the hubs say that they are incredibly comfortable,5,Positive
Great support and excellent cushion .,5,Positive
I am diabetic and wear these shoes in both white and black .,5,Neutral
Great price .,5,Positive
The widthsizeand comfort were on point .,5,Positive
Super comfortable and amazing traction .,5,Positive
at least with all my previous shoes and i read somewhere here that it may be smaller but i would have to say it fits perfectly .,5,Positive
Very comfortable especially for somebody with wide feet like myself .,5,Positive
Fitment is like any other running shoe ( comfortable ),5,Positive
You can really feel and see the differences between a running and a regular shoe .,5,Positive
Alsothe arch support is good and makes long walks comfortable .,5,Positive
Best most comfortable turf shoes,5,Positive
Narrow fit at toes requires some breaking in but almost unwilling to get it dirty .,5,Negative
They arrived in 2 days and and getting much use,5,Positive
great light weight running shoe black looks great first pair of reeboks in a while I wanting to see the z rated product line after all their advertising on from the us open tennis,5,Positive
water stains and dirt are hard to keep away .,5,Neutral
So nice to find a cold weather alternative to the ubiquitous mesh . Supportive comfortable,5,Positive
Simply putI love these shoes .,5,Positive
I am so very happy with my new Nikes ordered through Amazon .,5,Positive
Same size as any other shoe .,5,Positive
I would purchase again and highly recommend these shoes,5,Positive
Very hard to find shoes that size but he loves them and they fit true to size .,5,Positive
So comfortable and excellent for walking / running .,5,Positive
Nike is the best shoe ever for a reason,5,Positive
This is the best all - around WOD shoe I have to wear and I have tried many .,5,Positive
as I 've had some other New Balance that were n't as good .,5,Positive
Very comfortable ...,5,Positive
I then looked on amazon and found these .,5,Positive
Lightweightfit true to size seem very durable .,5,Positive
All I buy are Asics and this model is by far the most comfortable .,5,Positive
They offer good support and comfort and very visible .,5,Positive
Have had several pair of the 3 's and the 4 's fit and feel just as good .,5,Positive
I ordered a half size bigger to allow room for swelling while hiking they fit perfectly worked great,5,Positive
my second pair durable and comfortable,5,Positive
"My shoes size is 7.5 "" but I bought this shoes in size 8 and it fit perfect .",5,Positive
If you haven't tried these beforeyou 're missing out .,5,Neutral
For the priceyou ca n't beat ASICS .,5,Positive
the toe area can be a bit tight,5,Neutral
I would get mine now before they figure it out .,5,Neutral
good price comfortable,5,Positive
Fit great very comfortable,5,Positive
Size was right I am a 10 and these 10 's fit well Good shoe,5,Positive
Great,5,Positive
Comfortable,5,Positive
I like the design very much and inside very comfortable even without wearing socks Should have buy 1/2 size bigger.will recommend to friend .,5,Positive
Very comfortable and fit as expected .,5,Positive
Fits perfectly and feels very comfortable on .,5,Positive
Will be purchasing these again when I wear these out .,5,Positive
Highly Recommended .,5,Positive
He said they are very comfortable,5,Positive
These fit him greathe says they are very comfortable .,5,Positive
If that is n't enough -- they're made in the USA .,5,Neutral
Good ankle support .,5,Positive
Fit as expected .,5,Positive
really good running shoes . would recommend to anyone looking for a comfortable shoes for daily life or exercising .,5,Positive
Amazing Shoes . Very light weight and great comfort and support .,5,Positive
I have worn adidas exclusively for many many years and have always found their outdoor shoes to be high quality and fit great .,5,Positive
Sharp and comfortable running shoes,5,Positive
Great running shoes and extremely comfortable .,5,Positive
This shoe is everything I expected it to be .,5,Positive
I ordered and had to return for a size up but otherwise great,5,Neutral
Fits greatand looks nicer than the pictures,5,Positive
Good price well made comfortable and delivered quickly - what else could you want,5,Positive
Very comfortable stylish and true to size,5,Positive
Very comfortable,5,Positive
They fit perfect . I love Salomons,5,Positive
These shoes are comfortable,5,Positive
"These are the most comfortable shoes my 6'5 """,5,Positive
I started looking at the inspire 9 's and as usual they only make one color in the EE width but I really liked the grey and Green so I ordered myself a pair and they are by far the most comfortable of them all .,5,Positive
They run a size small in my opinion Peace .,5,Negative
I will be buying another pair for him,5,Positive
If you click through all the colors you might find a cheap one too if you are willing to sacrifice aesthetics .,5,Neutral
Love the Nike Tanjen shoes,5,Positive
Sometimes I think I 've tried all my life to find the perfect shoe .,5,Positive
after one day of walking they were broken in and a perfect fit,5,Positive
These are originalnot fake .,5,Positive
Thank for making it ez,5,Positive
very comfortable,5,Positive
A little low around the ankles but other than that a nice shoe .,5,Positive
Mizuno shoes fit me well ( wider feet ) .,5,Positive
I agree with many reviews that write these shoes feel like a slipper really light .,5,Negative
Light weight great shoe,5,Positive
Excellent fit and he says very comfortable .,5,Positive
I 'm usually size 10.5 - 11 so I went for the 11.5 's and they fit almost perfectly,5,Positive
great and comfortable shoe,5,Positive
Great product at a great price Fits true to size very rugged and durable .,5,Positive
these gave great traction Slip- resistant and VERY comfortable,5,Positive
Some reviews also mention the tread was so thick and stiff it would make the Everest challenge difficult but no problems there either .,5,Positive
These shoes are very light and I was concerned they would not provide enough support .,5,Positive
Fit as expected and performed perfectly in a Spartan Race event,5,Positive
Good shoe,5,Positive
This was my first time buying shoes online,5,Neutral
This shoes are great for running Very light comfortable soft,5,Positive
Good fit comfort with every step,5,Positive
They keep reasonably presentable after heavy battering in challenging conditions .,5,Neutral
So I tried it and it was exactly what I am looking forso comfortable and nice lookingand than I checked amazon and I find it for $ 73 so I did n't hesitate to buy it :),5,Positive
Really comfortable .,5,Positive
This was a present for my son .,5,Neutral
I will purchase more in the future .,5,Positive
Fits good,5,Positive
Now that I own this shoe,5,Neutral
The size fits as expected .,5,Positive
The Skechers are very comfortable I was very surprised especially with the price it was actually cheap the sneakers actually made me feel taller and at the end of the day my feet do not hurt,5,Positive
Good color combo on the shoe black silver and lime green .,5,Positive
Very light and comfortable .. i was so impressed i bought another pair right away ..,5,Positive
These running shoes fit as expected and are sturdy comfortable and attractive .,5,Positive
Good shoes comfortable,5,Positive
She said that they were comfortable .,5,Positive
I was pleased with the whole transaction Thank You Again,5,Positive
Love this shoeit is better in person . Very comfortable,5,Positive
Perfect fitgreat price fast shipping .,5,Positive
These colors are just an added bonus .,5,Positive
Wide width size makes it much more comfortable for us who need the extra width .,5,Positive
I will be buying another pair and the colors are great .,5,Positive
They look great and were so comfortable that I bought a couple of more pairs ( black & blue - also great looking ) from another online discounter .,5,Positive
After a week of wearing them,5,Neutral
Runs small so I ordered up half a size and they fit great,5,Positive
They fit perfectvery comfortable .,5,Positive
Very comfortable to run and walk in .,5,Positive
He said they are comfortable and sporty,5,Positive
Good buy,5,Positive
Most comfortable shoes I have worn .,5,Positive
Awesome price and a great shoe .. super fast shipping .. would buy from seller again,5,Positive
Now that they are older and are growing lessI 've given them the choice of more expensive and stylish shoes .,5,Neutral
Comfortable work out shoes,5,Positive
Going over rock it was flexible enough to feel the trail and make adjustments plenty of cushion to go for miles and miles,5,Positive
Just traded out the spikes and kept running,5,Neutral
I 'm not a runner but I wanted comfortable shoes with good support .,5,Neutral
have good size I recommend buying and prices are good amazon,5,Positive
Have used it mostly at works on casual days or rough weather .,5,Neutral
Very good running shoe for the money .,5,Positive
They look great and I can deal with them all day long without feeling exhaustion or become uncomfortable .,5,Positive
They do last for years .,5,Positive
The toes touch the front too much .,5,Positive
competed in mud runs ( a different pair same kind ) in these shoes and worn them to work where I 'm on my feet all day,5,Neutral
They are easy to run in and I haven't had any issues with rubbing or blisters .,5,Positive
the 4e wide pair fit great .,5,Positive
Aggressive lugs .,5,Negative
And they do run big like everyone claims ... I take a 10 and a 9 fit perfect,5,Positive
Great shoes for running . 9 Miles in a single run at first and they fit fine .,5,Positive
Fast service . Fits great .,5,Positive
Awesome comfort and style,5,Positive
his first pair lasted almost 4 years .,5,Positive
Very comfortable and so cool looking .,5,Positive
The design of the shoes and the product itself is quite comfortable and works well with my workout regiment .,5,Positive
I did and I do n't thing I 'll another shoe other than Salomon .,5,Positive
great fitvery comfortable . Able to put my orthotics in with no problem .,5,Positive
These shoes are friggin amazing Super comfy perfect fit just awesome,5,Positive
Price is the best yet and I bought two pair without the dreaded shoe shopping trip .,5,Positive
athletic shoes I 've ever had .,5,Neutral
The bottom grip helps me alot when climbing up or down Hills .,5,Positive
Right size comfortable,5,Positive
comfortable and well priced especially for a HS track runner .,5,Positive
I got fitted for these a few years ago and bought another pair online since I knew they fit .,5,Positive
On reading reviews I decided to go one size higher for salmon and selected 8.5 .,5,Neutral
very well supported fit .,5,Positive
Super lightweight,5,Positive
Fits great - very comfortable .,5,Positive
Great style that 's not over the top,5,Positive
I wear a 1/2 inch larger size in Nike but they fit and feel great,5,Positive
sneakers are very comfortable and lightweight they fit just perfect,5,Positive
It fit awesome and also I 'm happy with the weight,5,Positive
I have run 300 miles on mine and they still good for more,5,Positive
THEY MAKE THE BEST SHOES NEW BALANCE IS THE GREATEST THIS IS JUST WHAT I WANTED IT IS GREAT GREAT,5,Positive
Great for the summer .,5,Positive
Good cushioning .,5,Positive
Very fast delivery was very impressed,5,Positive
I will be purchasing other colors as well .,5,Positive
Absolutely love these hiking shoes .,5,Positive
Arch support seems to have been improved since last version,5,Positive
Fit true to the size,5,Positive
Very comfortable and great support . Fits true to size .,5,Positive
Love these I normally run a wide with but the sneakers are referred to by sketchers as relaxed fit and normal witdth fits great .,5,Positive
Very light and comfortable .,5,Positive
Fit perfect,5,Positive
I think this style is being discontinued I hope not .,5,Neutral
Super stylish retro kicks,5,Positive
I wore them all day and they remained comfortable .,5,Positive
The foam insole material is like walking in a cloud every time .,5,Positive
Very good for runningwith enough cushioning for bigger runners .,5,Positive
I like them want another pair but different color red and black or red and white,5,Positive
Everyone has asked me where I got them,5,Positive
Fantastic fit and quality,5,Positive
loveem . .. very comfortable . .,5,Positive
The tread is the only question mark for me,5,Negative
I 've been wearing them for the past 8 + years .,5,Positive
For their low weight,5,Neutral
I primarily use my M990 as walkers these days .,5,Neutral
Absolutely love these hiking shoes .,5,Positive
And they 're both great .,5,Positive
They go great with almost everything I wear from jeans to shorts ... everything,5,Positive
I love it .,5,Positive
The fit was perfect and are comfortable .,5,Positive
The size did not and has not,5,Positive
Really comfortable shoes .,5,Positive
I spend a lot of hours on my feet on hard hospital floors .,5,Positive
Very comfortable .,5,Positive
I got them today which is over a month earlier than promised because the company is located in the UK of all places .,5,Neutral
Shoe fits perfectly and extremely comfortable .,5,Positive
. I always buy New Balance the best .,5,Positive
Ca n't do any wrong with buying New Balance most comfortable shoe around,5,Positive
Very comfortable,5,Positive
Looking to buy another pair from this brand,5,Positive
ThereforeI can order a 10 EE,5,Neutral
